id,lego_count,bb_list
2_201,2,"[(2013, 2761, 2721, 3442), (231, 1160, 648, 1584)]"
2_202,2,"[(556, 1279, 1394, 1811), (1318, 1574, 1809, 2045)]"
2_203,2,"[(949, 1098, 1686, 1686), (883, 1483, 1316, 1808)]"
2_204,2,"[(1006, 2279, 2139, 3095), (1806, 503, 2713, 787)]"
2_205,2,"[(1116, 2126, 1610, 2658), (1610, 31, 2024, 599)]"
2_206,2,"[(810, 1598, 1123, 1895), (1183, 1681, 1486, 1955)]"
2_207,2,"[(1192, 1446, 1590, 1869), (916, 1563, 1185, 1995)]"
2_208,2,"[(819, 2071, 1101, 2259), (1122, 963, 1724, 1095)]"
2_209,2,"[(1305, 1327, 1734, 1805), (677, 1191, 1004, 1662)]"
2_21,2,"[(485, 1198, 1285, 1966), (1105, 1415, 1877, 2187)]"
2_210,2,"[(1927, 2456, 2448, 3085), (1012, 1234, 1605, 1866)]"
2_211,2,"[(1227, 1629, 1754, 2127), (841, 631, 1080, 1039)]"
2_212,2,"[(1723, 1129, 2661, 2048), (284, 2404, 796, 2837)]"
2_213,2,"[(1521, 1217, 1951, 1616), (659, 1544, 1047, 1913)]"
2_214,2,"[(598, 2556, 1082, 2973), (2345, 1561, 2882, 2053)]"
2_215,2,"[(927, 1625, 1247, 1910), (1284, 1558, 1538, 1915)]"
2_216,2,"[(929, 1937, 1204, 2183), (1418, 932, 1745, 1135)]"
2_217,2,"[(1434, 2270, 1622, 2482), (476, 2004, 1134, 2380)]"
2_218,2,"[(1592, 1284, 1887, 1529), (572, 1088, 752, 1373)]"
2_219,2,"[(1267, 2039, 1918, 2609), (2290, 1815, 2448, 2136)]"
2_22,2,"[(985, 2081, 1349, 2391), (1288, 377, 1521, 567)]"
2_220,2,"[(774, 1116, 1541, 1565), (779, 1583, 1584, 2020)]"
2_221,2,"[(1326, 1523, 1556, 1784), (1800, 2461, 2288, 3193)]"
2_222,2,"[(1216, 1246, 1640, 1569), (738, 1229, 1208, 1603)]"
2_223,2,"[(1142, 1474, 1670, 2086), (2196, 1340, 2448, 1701)]"
2_224,2,"[(917, 2415, 1990, 3540), (2204, 567, 2792, 1146)]"
2_225,2,"[(835, 1175, 1401, 1401), (1401, 1137, 1641, 1437)]"
2_226,2,"[(355, 2217, 1093, 2991), (2192, 761, 2869, 1467)]"
2_227,2,"[(1457, 3197, 2320, 3907), (1076, 152, 1807, 605)]"
2_228,2,"[(1876, 2490, 2446, 3063), (608, 901, 1010, 1439)]"
2_229,2,"[(1497, 669, 1936, 1015), (645, 496, 1063, 796)]"
2_23,2,"[(1677, 2356, 2532, 3035), (1992, 1263, 2302, 1721)]"
2_230,2,"[(2099, 2064, 2464, 2479), (516, 1115, 961, 1543)]"
2_231,2,"[(621, 2312, 1297, 2955), (909, 405, 1688, 874)]"
2_232,2,"[(1796, 1440, 2280, 2571), (780, 1442, 1812, 1992)]"
2_233,2,"[(2169, 2906, 2727, 3440), (1772, 1569, 2133, 1981)]"
2_234,2,"[(876, 577, 1756, 1161), (2219, 703, 3105, 1511)]"
2_235,2,"[(1238, 1181, 1490, 1599), (451, 1492, 921, 1813)]"
2_236,2,"[(1682, 2558, 2135, 3218), (1661, 319, 2036, 871)]"
2_237,2,"[(1210, 1618, 1744, 2272), (699, 1418, 1084, 1809)]"
2_238,2,"[(1058, 818, 1849, 1761), (749, 1512, 1242, 1873)]"
2_239,2,"[(553, 1261, 1029, 1729), (1233, 1311, 1670, 1637)]"
2_24,2,"[(1159, 623, 1446, 945), (1125, 1470, 1349, 1739)]"
2_240,2,"[(1086, 1898, 1475, 2132), (455, 957, 583, 1079)]"
2_241,2,"[(930, 2975, 1391, 3264), (1109, 1391, 1423, 1603)]"
2_242,2,"[(1070, 1493, 1583, 1955), (860, 1281, 1351, 1615)]"
2_243,2,"[(799, 760, 1287, 1227), (1, 1136, 171, 1405)]"
2_244,2,"[(1038, 1278, 1427, 1617), (1, 375, 273, 572)]"
2_245,2,"[(1375, 436, 1815, 963), (1, 1763, 309, 2287)]"
2_246,2,"[(771, 1561, 1547, 2076), (849, 1235, 1608, 1667)]"
2_247,2,"[(997, 2163, 1501, 2533), (2057, 1520, 2460, 1917)]"
2_248,2,"[(2449, 2417, 2881, 2889), (426, 865, 1117, 1097)]"
2_249,2,"[(892, 1873, 1763, 2721), (1739, 1139, 2666, 1810)]"
2_25,2,"[(1060, 1445, 1718, 1636), (1069, 687, 1209, 1293)]"
2_250,2,"[(1403, 1495, 1619, 1877), (670, 975, 912, 1282)]"
2_251,2,"[(1156, 896, 1648, 1333), (1413, 2576, 2002, 3216)]"
2_252,2,"[(609, 516, 1300, 1368), (2103, 1065, 2329, 1296)]"
2_253,2,"[(974, 1180, 1590, 1752), (1612, 2773, 2635, 3484)]"
2_254,2,"[(870, 1154, 1316, 1551), (1009, 755, 1283, 1173)]"
2_255,2,"[(229, 2631, 1198, 3444), (1973, 865, 2533, 1429)]"
2_256,2,"[(1074, 2519, 1659, 3121), (1724, 962, 2050, 1262)]"
2_257,2,"[(1643, 1146, 2146, 2039), (936, 2327, 1776, 3078)]"
2_258,2,"[(1239, 1096, 1722, 1632), (696, 1196, 1179, 1728)]"
2_259,2,"[(1251, 1269, 1460, 1911), (1236, 618, 1421, 1130)]"
2_26,2,"[(2027, 3355, 2908, 4160), (292, 33, 1253, 1187)]"
2_260,2,"[(1201, 785, 1841, 1194), (924, 1875, 1427, 2496)]"
2_261,2,"[(683, 1565, 1336, 2225), (1015, 1186, 1579, 1679)]"
2_262,2,"[(1114, 1724, 1674, 2129), (2040, 600, 2448, 903)]"
2_263,2,"[(1117, 883, 1419, 1225), (1215, 1758, 1426, 2063)]"
2_264,2,"[(197, 2481, 1797, 3921), (1207, 271, 2728, 1469)]"
2_265,2,"[(1765, 525, 2795, 1890), (832, 591, 1536, 1166)]"
2_266,2,"[(1011, 1031, 1433, 1410), (1178, 666, 1375, 1078)]"
2_267,2,"[(1000, 1906, 1474, 2453), (1468, 1176, 1939, 1650)]"
2_268,2,"[(2269, 2481, 2766, 2981), (766, 810, 1282, 1266)]"
2_269,2,"[(545, 1353, 1223, 2070), (2119, 1, 2448, 525)]"
2_27,2,"[(881, 1301, 1321, 1661), (1318, 1464, 1756, 1737)]"
2_270,2,"[(1207, 1928, 1528, 2257), (1227, 1090, 1480, 1545)]"
2_271,2,"[(1202, 2513, 1785, 2803), (1681, 199, 2210, 924)]"
2_272,2,"[(2019, 1969, 2744, 2612), (1117, 300, 2223, 1100)]"
2_273,2,"[(685, 1154, 818, 1760), (1185, 1079, 1794, 1248)]"
2_274,2,"[(298, 1940, 848, 2360), (2312, 433, 3106, 1321)]"
2_275,2,"[(1156, 1246, 2342, 2333), (806, 204, 1479, 783)]"
2_276,2,"[(1, 7, 261, 367), (1025, 2207, 1711, 2664)]"
2_277,2,"[(1250, 1295, 1649, 1776), (673, 1491, 1163, 1808)]"
2_278,2,"[(1743, 1959, 2716, 2800), (656, 1917, 1330, 2619)]"
2_279,2,"[(1300, 2269, 1707, 2638), (1364, 733, 1756, 1068)]"
2_28,2,"[(1082, 309, 1622, 955), (2151, 2626, 2448, 2971)]"
2_280,2,"[(1421, 2841, 1710, 3142), (1531, 2038, 1737, 2243)]"
2_281,2,"[(819, 1837, 1792, 2419), (1218, 567, 1643, 915)]"
2_282,2,"[(909, 1320, 1264, 1732), (1103, 1145, 1628, 1540)]"
2_283,2,"[(1138, 1281, 2050, 1881), (1135, 3024, 1543, 3436)]"
2_284,2,"[(1838, 2254, 2233, 3063), (1283, 712, 2123, 1108)]"
2_285,2,"[(1829, 3024, 2256, 3472), (1008, 286, 1974, 1279)]"
2_286,2,"[(1566, 1598, 1960, 2082), (488, 1239, 718, 1432)]"
2_287,2,"[(1221, 2521, 1810, 2921), (1437, 1004, 1885, 1374)]"
2_288,2,"[(1243, 1579, 1754, 2006), (987, 1044, 1351, 1362)]"
2_289,2,"[(982, 1692, 1405, 2155), (2334, 295, 2740, 742)]"
2_29,2,"[(1666, 2448, 2323, 3077), (1093, 696, 1710, 1334)]"
2_290,2,"[(353, 2307, 769, 2860), (2304, 1333, 2786, 1874)]"
2_291,2,"[(1013, 1003, 1425, 1525), (1133, 675, 1395, 1111)]"
2_292,2,"[(918, 2061, 1585, 2460), (1869, 871, 2225, 1410)]"
2_293,2,"[(1105, 1584, 1319, 2070), (886, 438, 1125, 781)]"
2_294,2,"[(2132, 1460, 2819, 2077), (456, 547, 1361, 1363)]"
2_295,2,"[(1, 2441, 254, 2892), (907, 1367, 1173, 1652)]"
2_296,2,"[(1653, 2634, 2339, 3521), (765, 1, 1898, 1405)]"
2_297,2,"[(508, 2385, 1688, 2885), (994, 944, 1429, 1327)]"
2_298,2,"[(1554, 2431, 2419, 3106), (1015, 300, 1356, 710)]"
2_299,2,"[(827, 2831, 1422, 3793), (1791, 690, 2122, 963)]"
2_3,2,"[(1253, 1265, 1785, 1854), (696, 1333, 1212, 1943)]"
2_30,2,"[(795, 1313, 1227, 1696), (1259, 1532, 1590, 2006)]"
2_300,2,"[(1040, 604, 1392, 977), (800, 1772, 1581, 2573)]"
2_301,2,"[(1990, 1808, 2565, 2508), (173, 817, 577, 1233)]"
2_302,2,"[(744, 1823, 1877, 3265), (2046, 812, 2573, 1540)]"
2_303,2,"[(853, 2200, 2068, 2889), (1494, 1605, 2678, 2472)]"
2_304,2,"[(835, 3294, 1392, 3885), (1750, 764, 2564, 1506)]"
2_305,2,"[(545, 2998, 1143, 3679), (964, 574, 1502, 1055)]"
2_306,2,"[(1260, 1374, 1454, 1613), (864, 1334, 1144, 1636)]"
2_307,2,"[(712, 1095, 1613, 1988), (1758, 2620, 2077, 2984)]"
2_308,2,"[(1035, 1687, 1659, 2057), (802, 1033, 1386, 1644)]"
2_309,2,"[(735, 1232, 2189, 1847), (1698, 324, 2140, 663)]"
2_31,2,"[(1260, 1545, 1493, 2061), (2097, 905, 2401, 1172)]"
2_310,2,"[(1213, 1398, 1682, 1841), (726, 1478, 1154, 1741)]"
2_311,2,"[(810, 1592, 1375, 1806), (1374, 1547, 1610, 1852)]"
2_312,2,"[(539, 1202, 1205, 1648), (1316, 1558, 1893, 2141)]"
2_313,2,"[(2123, 3561, 2660, 4254), (1556, 3284, 2213, 3706)]"
2_314,2,"[(765, 1249, 1271, 1648), (1240, 1330, 1625, 1819)]"
2_315,2,"[(1582, 2361, 2740, 3431), (1366, 276, 2008, 566)]"
2_316,2,"[(1084, 1412, 1526, 1781), (1246, 979, 1481, 1376)]"
2_317,2,"[(789, 1479, 1273, 2125), (2233, 1, 2448, 320)]"
2_318,2,"[(926, 1058, 1680, 1685), (747, 1442, 1354, 2071)]"
2_319,2,"[(1250, 1546, 1570, 1783), (846, 1577, 1188, 1844)]"
2_32,2,"[(1148, 1258, 1697, 2182), (1429, 215, 2229, 844)]"
2_320,2,"[(1452, 2290, 2088, 2898), (1124, 1502, 1714, 2186)]"
2_321,2,"[(674, 1283, 1095, 1738), (1342, 1337, 1730, 1680)]"
2_322,2,"[(1273, 2807, 1569, 3159), (1864, 370, 2551, 1435)]"
2_323,2,"[(698, 2142, 1908, 2496), (2000, 821, 2862, 1596)]"
2_324,2,"[(1340, 2067, 1881, 2658), (1225, 690, 2106, 1567)]"
2_325,2,"[(929, 1662, 1306, 2229), (512, 2775, 721, 2963)]"
2_326,2,"[(1731, 2697, 2529, 3485), (1289, 753, 1589, 997)]"
2_327,2,"[(1501, 2428, 2272, 3066), (1453, 310, 2012, 958)]"
2_328,2,"[(774, 1567, 1406, 1852), (1410, 1586, 1647, 1920)]"
2_329,2,"[(1054, 1363, 1469, 1736), (906, 1197, 1295, 1466)]"
2_33,2,"[(2001, 2607, 2550, 3215), (569, 698, 1379, 1210)]"
2_330,2,"[(897, 91, 1278, 286), (1272, 1733, 1641, 2117)]"
2_331,2,"[(1011, 1115, 1360, 1499), (1329, 1228, 1673, 1600)]"
2_332,2,"[(1111, 1941, 1564, 2191), (1242, 570, 1497, 851)]"
2_333,2,"[(5238, 3778, 6000, 4747), (2166, 3581, 3066, 4450)]"
2_334,2,"[(1011, 1144, 1426, 1548), (962, 1780, 1528, 2418)]"
2_34,2,"[(1235, 792, 1654, 1173), (857, 2025, 1417, 2617)]"
2_35,2,"[(1785, 2243, 2104, 2736), (1819, 1464, 2138, 1664)]"
2_36,2,"[(1492, 1528, 1809, 1835), (633, 1140, 1099, 1606)]"
2_37,2,"[(928, 2067, 2140, 3781), (1838, 219, 2269, 736)]"
2_38,2,"[(1279, 1687, 1525, 1973), (924, 1144, 1286, 1514)]"
2_39,2,"[(1488, 1629, 1734, 2030), (798, 1053, 1092, 1450)]"
2_4,2,"[(1441, 2834, 2138, 3398), (1201, 1155, 1652, 1631)]"
2_40,2,"[(997, 1432, 1329, 1746), (956, 1135, 1278, 1390)]"
2_41,2,"[(1253, 1512, 1662, 1848), (825, 1394, 1211, 1633)]"
2_42,2,"[(1640, 1044, 2312, 1742), (1310, 2181, 1923, 2832)]"
2_43,2,"[(1175, 1294, 1700, 1781), (762, 1639, 1303, 2233)]"
2_44,2,"[(499, 2269, 1030, 2768), (2315, 2050, 2848, 2774)]"
2_45,2,"[(982, 2414, 1336, 2820), (1160, 200, 1710, 681)]"
2_46,2,"[(887, 1080, 1732, 1598), (576, 1559, 894, 1862)]"
2_47,2,"[(1170, 1459, 1557, 1881), (881, 1474, 1161, 1852)]"
2_48,2,"[(959, 1477, 1881, 2310), (726, 1342, 1260, 1804)]"
2_49,2,"[(1112, 1593, 1757, 1733), (1085, 854, 1269, 1433)]"
2_5,2,"[(1871, 1465, 2358, 1933), (1419, 354, 1763, 633)]"
2_50,2,"[(600, 1397, 1154, 1851), (1138, 1771, 1692, 2167)]"
2_51,2,"[(654, 1435, 1212, 1872), (1227, 1511, 1608, 1996)]"
2_52,2,"[(1977, 1826, 2500, 2265), (894, 1937, 1597, 2103)]"
2_53,2,"[(1366, 1255, 1982, 1727), (1055, 2516, 1458, 2995)]"
2_54,2,"[(1874, 2281, 2096, 2507), (910, 1467, 1251, 1791)]"
2_55,2,"[(1724, 1878, 2352, 2400), (980, 2928, 1629, 3606)]"
2_56,2,"[(1609, 2727, 2380, 3514), (946, 684, 1555, 1352)]"
2_57,2,"[(1213, 948, 1546, 1348), (1082, 1371, 1544, 1689)]"
2_58,2,"[(1913, 2744, 2523, 3263), (825, 910, 1213, 1325)]"
2_59,2,"[(1011, 1595, 1438, 1982), (1070, 1287, 1405, 1637)]"
2_6,2,"[(1276, 1446, 1601, 1780), (1060, 1584, 1403, 1867)]"
2_60,2,"[(728, 1857, 1481, 2654), (1050, 586, 1426, 991)]"
2_61,2,"[(931, 297, 1539, 827), (1379, 2267, 2125, 3046)]"
2_62,2,"[(747, 1695, 1537, 2168), (814, 1170, 1578, 1649)]"
2_63,2,"[(1113, 1120, 1640, 1678), (986, 1628, 1318, 1979)]"
2_64,2,"[(641, 1753, 1140, 2067), (1200, 1670, 1475, 2007)]"
2_65,2,"[(1938, 1255, 2613, 2034), (987, 950, 1737, 1270)]"
2_66,2,"[(975, 1511, 1613, 2290), (919, 308, 1529, 596)]"
2_67,2,"[(660, 2634, 1435, 3450), (1195, 961, 1866, 1606)]"
2_68,2,"[(1795, 2876, 2904, 3664), (2747, 1081, 3021, 1431)]"
2_69,2,"[(1758, 1871, 2419, 2544), (569, 342, 1133, 838)]"
2_7,2,"[(811, 1106, 1522, 1610), (719, 1438, 1200, 1765)]"
2_70,2,"[(1077, 1877, 1273, 2351), (1023, 617, 1566, 1139)]"
2_71,2,"[(1631, 1789, 2176, 2360), (2153, 571, 2682, 1084)]"
2_72,2,"[(748, 1533, 1413, 2020), (2191, 1902, 2448, 2433)]"
2_73,2,"[(2111, 2566, 2821, 3013), (974, 298, 1581, 767)]"
2_74,2,"[(1024, 2142, 1493, 2410), (966, 770, 1228, 1026)]"
2_75,2,"[(952, 1193, 1375, 1607), (1200, 1435, 1769, 1864)]"
2_76,2,"[(813, 547, 1466, 1706), (1723, 3060, 2177, 3455)]"
2_77,2,"[(2158, 2977, 2713, 3508), (1785, 1661, 2119, 2061)]"
2_78,2,"[(2147, 2218, 2353, 2409), (856, 2726, 1221, 3089)]"
2_79,2,"[(1558, 2276, 1775, 2549), (616, 861, 1155, 1415)]"
2_8,2,"[(1351, 2001, 2113, 3291), (1375, 483, 1797, 1131)]"
2_80,2,"[(1488, 2848, 1827, 3210), (1148, 638, 1562, 1081)]"
2_81,2,"[(988, 1375, 1373, 1650), (2179, 1, 2408, 121)]"
2_82,2,"[(1478, 1486, 1969, 2000), (1, 1, 373, 250)]"
2_83,2,"[(1778, 1996, 2290, 2504), (507, 824, 1376, 1705)]"
2_84,2,"[(1264, 2567, 2156, 3464), (1303, 529, 1547, 1378)]"
2_85,2,"[(477, 1498, 1826, 2813), (1865, 1606, 2676, 2376)]"
2_86,2,"[(27, 2548, 756, 3216), (664, 827, 2683, 1171)]"
2_87,2,"[(732, 1362, 1433, 1946), (1063, 950, 1681, 1627)]"
2_88,2,"[(882, 1195, 1596, 1704), (784, 1637, 1467, 2092)]"
2_89,2,"[(2268, 1050, 2594, 1858), (102, 1444, 697, 2024)]"
2_9,2,"[(4442, 4942, 5490, 6110), (4352, 4131, 5454, 4815)]"
2_90,2,"[(629, 2242, 1157, 2561), (1807, 2294, 2551, 3017)]"
2_91,2,"[(295, 1627, 728, 2196), (2646, 923, 3094, 1551)]"
2_92,2,"[(1069, 1679, 1475, 2142), (2494, 800, 2839, 1108)]"
2_93,2,"[(1203, 1810, 1705, 2248), (861, 880, 1121, 1145)]"
2_94,2,"[(1, 954, 412, 1142), (1, 1818, 209, 1966)]"
2_95,2,"[(936, 1042, 1766, 1745), (654, 1748, 1513, 2387)]"
2_96,2,"[(671, 2162, 1571, 3286), (1404, 398, 2247, 1090)]"
2_97,2,"[(1162, 2040, 1629, 3025), (1788, 617, 2267, 1140)]"
2_98,2,"[(853, 1126, 1272, 1524), (888, 1620, 1651, 1893)]"
2_99,2,"[(1564, 1891, 2132, 2364), (1037, 82, 1746, 691)]"
3_1,3,"[(1051, 612, 1510, 1102), (1176, 2124, 1497, 2440), (897, 1517, 1209, 1834)]"
3_10,3,"[(1252, 1750, 1822, 2334), (657, 1278, 1252, 1911), (1313, 923, 1737, 1443)]"
3_11,3,"[(818, 1505, 1066, 1690), (1645, 1611, 1924, 1818), (1300, 866, 1563, 1027)]"
3_12,3,"[(1387, 2636, 1901, 3195), (1810, 1345, 2364, 1745), (737, 1359, 1351, 1864)]"
3_13,3,"[(1414, 2014, 1833, 2433), (530, 1754, 781, 2025), (1017, 619, 1266, 831)]"
3_14,3,"[(1229, 2013, 1444, 2225), (1062, 1326, 1624, 1610), (1076, 760, 1537, 1054)]"
3_15,3,"[(846, 3154, 1503, 3867), (99, 2120, 878, 2843), (1230, 219, 1726, 669)]"
3_16,3,"[(564, 1040, 1460, 1815), (1, 190, 255, 520), (2177, 1023, 2448, 1497)]"
3_17,3,"[(1754, 3100, 1984, 3811), (1120, 2046, 1521, 2500), (1363, 195, 1725, 552)]"
3_18,3,"[(1086, 2810, 1694, 3289), (1885, 1304, 2878, 2307), (753, 848, 1337, 1475)]"
3_19,3,"[(478, 2005, 1278, 2157), (1294, 1365, 1932, 1519), (1014, 795, 1243, 1100)]"
3_2,3,"[(3605, 4850, 4133, 5655), (540, 1652, 1312, 2117), (1, 1952, 440, 2731)]"
3_20,3,"[(1263, 3058, 2302, 3838), (279, 1242, 662, 1954), (2048, 704, 2702, 1369)]"
3_21,3,"[(933, 1168, 1469, 1678), (2112, 418, 2334, 573), (2347, 364, 2448, 538)]"
3_22,3,"[(1211, 1654, 1768, 2194), (1360, 776, 1770, 1328), (719, 1240, 1306, 1802)]"
3_23,3,"[(1275, 1695, 1905, 2438), (498, 1106, 1216, 1789), (1273, 525, 1794, 1168)]"
3_24,3,"[(1327, 1341, 1959, 1723), (596, 1767, 1321, 2541), (746, 675, 1414, 1202)]"
3_25,3,"[(888, 2507, 1203, 2807), (1178, 906, 1305, 1181), (1160, 304, 1533, 574)]"
3_26,3,"[(2037, 2165, 2590, 2488), (271, 1858, 533, 2144), (1840, 1092, 2163, 1360)]"
3_27,3,"[(1039, 1303, 1498, 1699), (905, 2417, 1201, 2613), (1483, 570, 1877, 831)]"
3_28,3,"[(1344, 2070, 1625, 2341), (970, 1537, 1238, 1817), (922, 638, 1414, 1073)]"
3_29,3,"[(3378, 1921, 3637, 2559), (892, 1672, 1420, 2270), (469, 746, 841, 1093)]"
3_3,3,"[(5531, 6156, 6000, 6763), (5016, 5125, 5678, 6256), (4475, 3841, 5616, 4388)]"
3_30,3,"[(1497, 2003, 2069, 3756), (2641, 994, 2925, 1575), (203, 881, 610, 1206)]"
3_31,3,"[(1984, 1442, 2697, 2118), (350, 1025, 1727, 2257), (1722, 334, 2725, 841)]"
3_32,3,"[(982, 618, 1580, 1271), (2, 242, 269, 572), (1, 1, 294, 136)]"
3_33,3,"[(1236, 2232, 1655, 2678), (2192, 1383, 2671, 1894), (355, 1011, 832, 1941)]"
3_34,3,"[(2021, 3550, 2767, 4262), (1512, 2533, 2115, 3160), (4977, 1960, 5737, 2708)]"
3_35,3,"[(181, 715, 753, 1576), (1243, 1741, 1776, 2327), (2322, 813, 2876, 1406)]"
3_36,3,"[(647, 2254, 914, 2558), (1229, 1207, 1511, 1498), (1674, 1277, 1985, 1492)]"
3_37,3,"[(1113, 2940, 1770, 3654), (896, 1375, 1371, 1841), (2020, 260, 2602, 1169)]"
3_38,3,"[(1018, 2463, 1941, 3012), (1487, 811, 1904, 1261), (412, 242, 891, 608)]"
3_39,3,"[(1302, 1648, 2048, 2085), (333, 930, 678, 1304), (3268, 507, 3682, 835)]"
3_4,3,"[(2776, 866, 3311, 1941), (1624, 523, 2376, 1284), (837, 1123, 1347, 1798)]"
3_40,3,"[(2005, 1289, 2389, 1865), (503, 726, 968, 1276), (718, 3418, 1082, 3753)]"
3_41,3,"[(905, 1883, 1471, 2446), (1263, 1231, 1432, 1416), (790, 715, 1268, 1116)]"
3_42,3,"[(910, 1450, 1342, 1906), (2180, 2054, 2448, 2506), (306, 38, 776, 256)]"
3_43,3,"[(1509, 618, 1630, 1145), (1127, 1584, 1272, 2190), (930, 615, 1051, 1145)]"
3_44,3,"[(2294, 2137, 2800, 2556), (668, 2926, 1306, 3572), (1051, 591, 1856, 1388)]"
3_45,3,"[(957, 3167, 1469, 3729), (693, 767, 1108, 1208), (2356, 105, 2720, 488)]"
3_46,3,"[(926, 1896, 1507, 2470), (1269, 1220, 1450, 1403), (774, 707, 1261, 1112)]"
3_47,3,"[(1299, 1804, 1889, 2381), (465, 852, 982, 1254), (1155, 1133, 1336, 1314)]"
3_48,3,"[(473, 2352, 1281, 3179), (1817, 883, 2446, 1467), (1, 254, 315, 737)]"
3_49,3,"[(1263, 1847, 1750, 2385), (717, 1490, 1220, 2025), (1256, 1139, 1642, 1596)]"
3_5,3,"[(1139, 1241, 1371, 1504), (2088, 1, 2315, 115), (2318, 1, 2448, 199)]"
3_50,3,"[(2523, 4842, 3114, 5304), (2154, 4696, 2608, 5313), (3225, 2634, 3783, 3008)]"
3_51,3,"[(1786, 2231, 2641, 3073), (91, 1452, 765, 2152), (2195, 710, 2648, 1325)]"
3_52,3,"[(1879, 2706, 2418, 3264), (1154, 1908, 1588, 2273), (662, 2348, 1082, 2700)]"
3_53,3,"[(1473, 928, 2592, 2441), (157, 1944, 1440, 2608), (760, 1128, 1524, 1708)]"
3_54,3,"[(1339, 2874, 1910, 3503), (2231, 1159, 2925, 2239), (556, 382, 1816, 1993)]"
3_55,3,"[(2947, 4953, 3353, 5295), (3552, 3366, 4287, 4003), (2497, 3523, 3210, 4179)]"
3_56,3,"[(613, 1951, 1248, 2622), (1262, 1557, 1808, 1878), (733, 976, 1313, 1446)]"
3_57,3,"[(544, 1875, 889, 2204), (1323, 1755, 1827, 2044), (655, 311, 1013, 556)]"
3_58,3,"[(1034, 2113, 2197, 3366), (1621, 282, 2385, 808), (1, 815, 166, 1160)]"
3_59,3,"[(2179, 4870, 3195, 5566), (2588, 4227, 3582, 4916), (4751, 1811, 5432, 2722)]"
3_6,3,"[(1760, 2887, 2711, 3390), (1555, 847, 1908, 1268), (513, 456, 911, 1498)]"
3_60,3,"[(3612, 4640, 4329, 5375), (2394, 3942, 3090, 4597), (1617, 4207, 2326, 4882)]"
3_61,3,"[(2215, 1046, 2638, 1375), (869, 1096, 1267, 1877), (1017, 3035, 1246, 3410)]"
3_62,3,"[(1351, 1010, 1705, 1365), (1022, 2294, 1324, 2543), (722, 1605, 1267, 2048)]"
3_7,3,"[(1259, 2050, 2419, 2902), (2178, 988, 2587, 1302), (411, 668, 822, 1099)]"
3_8,3,"[(1260, 1558, 1719, 1863), (823, 1102, 1085, 1333), (1317, 781, 1545, 1053)]"
3_9,3,"[(3271, 5200, 3945, 5874), (2324, 4232, 2935, 4852), (1545, 4366, 2150, 4935)]"
4_1,4,"[(841, 3059, 1595, 3892), (1641, 1592, 2099, 2194), (2706, 1220, 3120, 1471), (908, 729, 1383, 1336)]"
4_10,4,"[(1848, 5071, 2549, 5350), (2620, 4548, 3221, 5304), (3164, 3573, 3839, 3953), (2958, 3114, 3646, 3590)]"
4_11,4,"[(1012, 2322, 1612, 2710), (859, 663, 1147, 931), (1385, 860, 1666, 1087), (1096, 1472, 1228, 1626)]"
4_12,4,"[(1621, 3036, 2094, 3466), (1487, 1467, 1994, 1921), (758, 1209, 1202, 1548), (1633, 276, 2136, 1051)]"
4_13,4,"[(2747, 4516, 3219, 5613), (1878, 4019, 2944, 4656), (4647, 4038, 5434, 5159), (3794, 3266, 4756, 4359)]"
4_14,4,"[(682, 1788, 967, 1999), (499, 1222, 758, 1447), (1640, 1089, 1974, 1272), (1049, 1169, 1393, 1396)]"
4_15,4,"[(1954, 1782, 2811, 2647), (3193, 1306, 3758, 1788), (2926, 745, 3423, 1206), (1160, 380, 1579, 892)]"
4_16,4,"[(3698, 4632, 4421, 5577), (3590, 3787, 3940, 4656), (1989, 4229, 2747, 5165), (1158, 2595, 1703, 3460)]"
4_17,4,"[(1679, 3933, 2389, 4483), (2174, 3629, 2893, 4064), (1224, 3307, 1653, 4010), (2942, 1594, 3643, 2304)]"
4_18,4,"[(3944, 4099, 4536, 4642), (2424, 4295, 2730, 4865), (1725, 4233, 2326, 4778), (1995, 3563, 2312, 4130)]"
4_19,4,"[(750, 4281, 1496, 4836), (1632, 4235, 2326, 4707), (3472, 4121, 4132, 4783), (3549, 3428, 4210, 4100)]"
4_2,4,"[(1956, 2790, 2649, 3959), (1959, 648, 2888, 1210), (1120, 1, 1931, 605), (1, 1, 801, 776)]"
4_20,4,"[(951, 2312, 1347, 2675), (900, 820, 1095, 990), (1259, 1314, 1460, 1452), (1029, 1808, 1152, 1920)]"
4_21,4,"[(1775, 4290, 2361, 4757), (1706, 3750, 2238, 4056), (2813, 4157, 3235, 4736), (4058, 3558, 4640, 4019)]"
4_22,4,"[(3932, 5121, 4579, 5557), (4463, 3715, 5076, 4088), (2401, 2207, 2949, 2815), (2557, 4403, 2978, 4997)]"
4_23,4,"[(571, 2463, 935, 2812), (1781, 1641, 2011, 1948), (1583, 921, 1749, 1142), (2154, 2526, 2298, 2744)]"
4_24,4,"[(1865, 2800, 2126, 3147), (797, 1047, 1113, 1363), (361, 381, 689, 747), (250, 87, 453, 387)]"
4_25,4,"[(3360, 785, 3935, 1274), (2368, 605, 3184, 1311), (232, 749, 881, 1633), (1, 2038, 322, 2440)]"
4_26,4,"[(4185, 6983, 5096, 7712), (1402, 5256, 1910, 6198), (1785, 4100, 2692, 4958), (2392, 2804, 3302, 3606)]"
